source,x,y
bible,-0.6568260788917542,0.4741193652153015
bible,0.19156955182552338,0.0374080128967762
bible,0.5909566879272461,0.05544525012373924
bible,0.20699796080589294,-1.5168169736862183
bible,0.5597699880599976,-0.5111576914787292
bible,0.3609904944896698,0.025697410106658936
bible,-0.0352243036031723,0.02191724255681038
bible,0.4930422008037567,-0.11921752244234085
bible,0.05525337904691696,0.18993090093135834
bible,-0.025495318695902824,0.23125045001506805
bible,0.7102475166320801,-0.058218467980623245
bible,0.4501500427722931,-0.3784119188785553
bible,-0.8522880673408508,0.2843165993690491
bible,-0.811191737651825,0.2714711129665375
bible,0.5859271883964539,-0.1329585611820221
bible,0.8080989122390747,-0.5433675646781921
bible,-0.03807415813207626,0.5171369910240173
bible,0.14803506433963776,-0.24948157370090485
bible,-0.09304659813642502,0.6148805022239685
bible,0.1640206277370453,0.05205604061484337
bible,-0.18186134099960327,0.4411889910697937
bible,0.6119980812072754,0.12647564709186554
bible,-0.4712837040424347,0.9850645065307617
bible,0.35348179936408997,0.3384642004966736
bible,-0.09032589942216873,0.7210994958877563
bible,0.9844841957092285,-1.1184483766555786
bible,0.48906996846199036,-0.0971444621682167
bible,1.0371562242507935,-0.8971663117408752
bible,0.29170724749565125,0.5476651787757874
bible,0.03162716329097748,1.020495057106018
bible,0.3882896602153778,0.07589451968669891
bible,0.30141186714172363,-0.28696006536483765
bible,0.12305045127868652,0.2620706558227539
bible,0.52034592628479,0.6071158647537231
bible,0.12143056839704514,0.2286386638879776
bible,-0.18571102619171143,0.3595687448978424
bible,0.057234201580286026,0.06703154742717743
bible,-0.04094992205500603,0.014353197067975998
bible,-0.38232386112213135,0.5616316199302673
bible,0.44853246212005615,-0.19548781216144562
bible,-0.07633735984563828,0.16076010465621948
bible,0.2334071695804596,0.18266533315181732
bible,0.12013144791126251,0.5220782160758972
bible,0.39928969740867615,-0.04064590111374855
bible,0.11661546677350998,0.461862713098526
bible,-0.8169424533843994,0.3311883807182312
bible,-0.07377155125141144,0.27360764145851135
bible,0.3156431019306183,-0.038210056722164154
bible,0.5309850573539734,-0.10287311673164368
bible,0.26683157682418823,0.002639962360262871
bible,0.16038933396339417,0.08082887530326843
bible,0.8739599585533142,-0.8058713674545288
bible,0.7656609416007996,-0.5413492918014526
bible,0.45312169194221497,-0.1587168574333191
bible,-0.01984020695090294,0.26384681463241577
bible,0.2721222937107086,0.04884389042854309
bible,-0.7478214502334595,0.25815680623054504
bible,-0.2393820583820343,0.5180851817131042
bible,0.19451577961444855,0.12116149067878723
bible,0.34854549169540405,0.35505983233451843
bible,-0.14497102797031403,0.5034227967262268
bible,-0.09915243089199066,0.4245433509349823
bible,0.3849312961101532,0.5073817372322083
bible,0.09728822857141495,-0.2567729651927948
bible,0.42483261227607727,0.11471736431121826
bible,0.2934216558933258,-0.10250948369503021
bible,-0.0187531691044569,0.2929832339286804
bible,0.8208919167518616,0.09223993867635727
bible,-0.8684023022651672,0.3910644054412842
bible,0.2851121723651886,0.2685072422027588
bible,1.0899138450622559,-1.1315670013427734
bible,0.6919646859169006,-0.659034252166748
bible,-0.6097612380981445,0.605182409286499
bible,0.22370165586471558,0.255889892578125
bible,0.12012697011232376,0.5778602361679077
bible,0.3749144673347473,-0.10127939283847809
bible,0.9886525273323059,-0.7373396754264832
bible,1.3180869817733765,-1.3684890270233154
bible,0.23070421814918518,0.09821216017007828
bible,0.2814731001853943,-0.1474478840827942
bible,0.2907788157463074,0.10248544812202454
bible,0.5666196346282959,-0.4099377691745758
bible,0.19090265035629272,0.4205361008644104
bible,0.08129715174436569,0.1998930722475052
bible,-0.456675261259079,0.5951901078224182
bible,0.26715120673179626,-0.27427196502685547
bible,0.6435976028442383,-0.06944507360458374
bible,0.029756484553217888,-0.3156954050064087
bible,0.4851810038089752,-0.24188382923603058
bible,0.5581451654434204,-0.6929454803466797
bible,0.6186640858650208,-0.18916372954845428
bible,0.46331730484962463,0.39488497376441956
bible,0.035511314868927,0.12169706076383591
bible,-0.25158047676086426,-0.024113202467560768
bible,-0.030108777806162834,-0.22719497978687286
bible,0.8128300309181213,0.27233099937438965
bible,0.17354054749011993,0.12818364799022675
bible,-0.14323043823242188,0.17294220626354218
bible,0.719376266002655,-0.20922879874706268
bible,0.39181146025657654,-0.13311870396137238
bible,0.303164541721344,-0.44988229870796204
bible,0.255961149930954,-0.035758234560489655
bible,-0.07018186151981354,0.46979671716690063
bible,0.06584904342889786,0.23468995094299316
bible,0.3460499048233032,-0.6353182196617126
bible,-0.05723125860095024,-0.026470040902495384
bible,-0.32075250148773193,0.9458305239677429
bible,0.013618461787700653,0.15026314556598663
bible,-0.005192747805267572,0.5789594650268555
bible,0.6593849658966064,-1.2547765970230103
bible,0.11697427183389664,-0.038752008229494095
bible,0.01374807022511959,0.6029765605926514
bible,0.5062938928604126,0.3255085349082947
bible,0.11931529641151428,-0.21294547617435455
bible,0.2951851785182953,0.509093165397644
bible,-0.3391302227973938,0.6513407230377197
bible,-0.18125052750110626,0.7737138867378235
bible,0.4695795178413391,0.1482943892478943
bible,0.5607161521911621,-0.6856564283370972
bible,0.8839558959007263,-0.1645168513059616
bible,0.3731241524219513,-0.005624659825116396
bible,0.6771057844161987,-0.6670612096786499
bible,-0.7305620908737183,0.49871742725372314
bible,1.365001916885376,0.15086950361728668
bible,-0.08032491058111191,0.9388691782951355
bible,0.22047066688537598,0.5588170886039734
bible,0.5487915873527527,-0.17114609479904175
bible,0.7384272813796997,-0.41775065660476685
bible,0.10951866954565048,0.29334715008735657
bible,0.18591785430908203,0.5048404335975647
bible,0.29505303502082825,0.2322089523077011
bible,-0.5695919990539551,0.4072708189487457
bible,0.5283845067024231,-0.18017755448818207
bible,0.23252251744270325,-0.06580158323049545
bible,0.01774466782808304,0.3157743215560913
bible,0.896853506565094,0.057979557663202286
bible,-0.07097002863883972,0.4687604308128357
bible,0.06801160424947739,-0.18934038281440735
bible,-0.15092268586158752,0.7348412275314331
bible,0.09326882660388947,0.26518216729164124
bible,-0.03279159218072891,0.5825175642967224
bible,-0.10200193524360657,0.40787723660469055
bible,0.1509283035993576,-0.1770421713590622
bible,0.3669734299182892,0.14862175285816193
bible,0.4860347807407379,-0.8904609680175781
bible,-0.1988229751586914,0.44739723205566406
bible,0.3749965727329254,-0.03806113451719284
bible,0.40350478887557983,0.3252513110637665
bible,-0.039476022124290466,-0.0016828213119879365
bible,0.4074794054031372,0.40236836671829224
bible,-0.22020290791988373,0.03537249565124512
bible,0.22911566495895386,0.7458449602127075
bible,0.4903332591056824,0.12067025899887085
bible,0.3700564503669739,0.02565363049507141
bible,0.13085609674453735,-0.222414031624794
bible,0.2433496117591858,0.7442367672920227
bible,0.22930505871772766,0.47127917408943176
bible,-0.11316494643688202,0.3570939302444458
bible,0.8980247974395752,-0.252560019493103
bible,-0.1169317290186882,0.3972969651222229
bible,0.7989842891693115,-0.6052635312080383
bible,0.43967992067337036,-0.9601848721504211
bible,0.22695526480674744,0.2913953363895416
bible,0.059755608439445496,-0.24362443387508392
bible,0.46796005964279175,-0.44930943846702576
bible,0.17272663116455078,-0.3203730285167694
bible,0.8740192651748657,-0.7662357687950134
bible,0.2330733984708786,0.27603819966316223
bible,0.06535865366458893,0.24751558899879456
bible,-0.7150382399559021,0.3807498812675476
bible,0.2934635579586029,0.23494435846805573
bible,0.6709804534912109,0.244364395737648
bible,0.34346744418144226,-0.5867751240730286
bible,-0.20644228160381317,0.34852519631385803
bible,0.6337550282478333,-0.5809907913208008
bible,-0.08223114907741547,0.5793875455856323
bible,0.355424165725708,-0.1335994452238083
bible,-0.26661473512649536,0.3686385154724121
bible,0.2903788685798645,-0.9424660205841064
bible,0.5369158387184143,0.47242212295532227
bible,0.44632241129875183,-0.3252788186073303
bible,0.4206857979297638,-0.08125443756580353
bible,0.0858781486749649,0.5976003408432007
bible,0.340652197599411,-0.24153196811676025
bible,0.8033469915390015,0.10789959132671356
bible,-0.03291444852948189,0.7221199870109558
bible,0.5561352372169495,-0.6897199153900146
bible,0.49670377373695374,-0.07748430222272873
bible,0.42690783739089966,0.291788250207901
bible,0.19564883410930634,-0.004005545750260353
bible,0.42302948236465454,0.7095641493797302
bible,-0.01606794446706772,0.40759992599487305
bible,-0.2108609974384308,0.2678261697292328
bible,-0.1287616640329361,0.6207274198532104
bible,0.43707984685897827,-0.34070050716400146
bible,0.4358184337615967,-0.24151611328125
bible,0.13686376810073853,0.41322124004364014
bible,0.19070692360401154,-0.21485179662704468
bible,0.17156104743480682,0.3572425842285156
bible,0.09982994943857193,0.17613478004932404
bible,0.3281037211418152,-0.001296374248340726
bible,0.21354779601097107,0.3833586871623993
bible,0.18197017908096313,0.030156757682561874
bible,0.19766847789287567,0.7893087267875671
bible,0.09907879680395126,0.15217232704162598
bible,0.2782822549343109,0.3496467173099518
bible,-0.43569067120552063,0.8037899136543274
bible,0.20889678597450256,-0.03400631994009018
bible,-0.0710381343960762,0.5604133009910583
bible,0.28831902146339417,-0.03583299368619919
bible,-0.3188254237174988,0.1568164825439453
bible,0.49251827597618103,0.16986136138439178
bible,0.01822975091636181,0.5519236922264099
bible,0.04645334184169769,0.6264569163322449
bible,0.29943951964378357,0.21994303166866302
bible,0.32337823510169983,-0.5536553263664246
bible,0.6821021437644958,-0.06703731417655945
bible,-0.47595322132110596,0.4654749929904938
bible,0.5436428785324097,-0.1593187004327774
bible,0.5594009757041931,-0.12090127170085907
bible,0.5885636806488037,-0.213339164853096
bible,0.4126478135585785,-0.025711188092827797
bible,0.2144353985786438,0.31779980659484863
bible,0.8873133063316345,0.22165443003177643
bible,0.49494174122810364,-0.14205056428909302
bible,0.9404078722000122,-0.6777283549308777
bible,0.7030550837516785,-0.5436817407608032
bible,0.35250788927078247,0.15054088830947876
bible,-0.07583634555339813,0.6711522340774536
bible,0.7005795836448669,-0.09122803062200546
bible,0.09960050135850906,0.060762885957956314
bible,0.12645472586154938,0.13874979317188263
bible,0.4632807970046997,0.17370156943798065
bible,0.3640665113925934,0.16645283997058868
bible,0.21373535692691803,0.5998609066009521
bible,0.0639742836356163,0.07668253779411316
bible,0.9899336099624634,-0.6978641748428345
bible,0.0044426447711884975,0.2235008329153061
bible,-0.2714865803718567,-0.14806430041790009
bible,0.1409679651260376,0.5099757313728333
bible,0.3025897443294525,0.42703568935394287
bible,0.03457573801279068,0.48473238945007324
bible,-0.23942908644676208,0.6676543951034546
bible,0.5971626043319702,0.3503788113594055
bible,0.2741869390010834,0.006608136929571629
bible,0.4514031708240509,-0.8439258933067322
bible,0.6246625185012817,0.10845111310482025
bible,0.06357187032699585,0.2307906299829483
bible,0.0047819484025239944,0.09506631642580032
bible,0.269345223903656,-0.044498831033706665
bible,0.049485038965940475,-0.32308486104011536
bible,0.549697995185852,-0.4540329873561859
bible,0.4613604247570038,0.7492337226867676
bible,0.3091288208961487,-0.1411667764186859
bible,0.05474488064646721,0.627230703830719
bible,0.6917637586593628,0.18991011381149292
bible,0.10575549304485321,-0.2171381562948227
bible,0.7180426716804504,-0.252422571182251
bible,0.3361523449420929,0.07987771183252335
bible,-0.06938064843416214,0.12125611305236816
bible,0.21013841032981873,0.15042108297348022
bible,0.35247984528541565,-0.08469215780496597
bible,0.10567919909954071,0.15216247737407684
bible,0.2921956181526184,0.1055651307106018
bible,0.3491714298725128,-0.46982428431510925
bible,0.8316872119903564,-0.2283836156129837
bible,0.7718555331230164,-0.6722662448883057
bible,0.6088379621505737,0.1790127009153366
bible,-0.3328823149204254,0.36311501264572144
bible,1.053200364112854,-0.08928943425416946
bible,0.4091109335422516,0.5485086441040039
bible,0.3754359483718872,0.017723528668284416
bible,0.3747742176055908,0.1994369477033615
bible,0.3008727431297302,-0.210646390914917
bible,0.5134596824645996,0.5189728736877441
bible,0.18659262359142303,0.4876973330974579
bible,0.7538354396820068,-0.022942863404750824
bible,0.11892681568861008,0.2120337188243866
bible,-0.016406245529651642,0.18198375403881073
bible,0.6212268471717834,-0.8763211369514465
bible,0.9658975005149841,-0.6767793297767639
bible,0.13581930100917816,0.2564353048801422
bible,0.3342715799808502,0.14389336109161377
bible,0.15682993829250336,0.2129756063222885
bible,0.2456110417842865,-0.10402406752109528
bible,0.2104424238204956,0.0717560201883316
bible,0.18827271461486816,0.02538655698299408
bible,0.6873204112052917,0.05683291330933571
bible,0.3375633656978607,0.3571906089782715
bible,0.02882043458521366,0.23163001239299774
bible,0.3875393867492676,-1.2515227794647217
bible,0.38553908467292786,0.45113345980644226
bible,-0.08739795535802841,0.5622692108154297
bible,0.2731497585773468,0.31555113196372986
bible,-0.06823273003101349,0.07517630606889725
bible,1.3217769861221313,-0.8322907090187073
bible,0.30133122205734253,-0.001505145337432623
bible,0.310377299785614,-0.29429635405540466
bible,-0.005899342242628336,0.20986630022525787
bible,0.04105128347873688,0.017573140561580658
bible,-0.3993745744228363,0.843979001045227
bible,0.11870309710502625,0.7232413291931152
bible,0.021723218262195587,0.39572012424468994
bible,0.8291856646537781,-1.1739556789398193
bible,0.10097850859165192,0.131283700466156
bible,0.2818894684314728,0.32939648628234863
bible,0.30732953548431396,0.40313106775283813
bible,0.35396304726600647,0.006460797972977161
bible,-0.22774416208267212,0.0812099277973175
bible,0.12221774458885193,0.40885093808174133
bible,0.21434491872787476,-0.02785245142877102
bible,0.38390904664993286,-0.6429899334907532
bible,0.7075179815292358,-0.1146925538778305
bible,0.2127714306116104,0.17331315577030182
bible,-0.010979490354657173,0.10269924998283386
bible,0.2789795696735382,-0.1979449987411499
bible,0.25417613983154297,0.025201747193932533
bible,0.35479825735092163,0.11689586192369461
