Attempt,Reward,Average_Reward,Epsilon
1,27.0,27.0,1.0
2,18.0,22.5,0.9995
3,12.0,19.0,0.9990002500000001
4,15.0,18.0,0.9985007498750001
5,31.0,20.6,0.9980014995000627
6,21.0,20.666666666666668,0.9975024987503127
7,32.0,22.285714285714285,0.9970037475009376
8,15.0,21.375,0.9965052456271871
9,17.0,20.88888888888889,0.9960069930043736
10,33.0,22.1,0.9955089895078715
11,26.0,22.454545454545453,0.9950112350131176
12,15.0,21.833333333333332,0.9945137293956111
13,19.0,21.615384615384617,0.9940164725309134
14,38.0,22.785714285714285,0.993519464294648
15,11.0,22.0,0.9930227045625007
16,20.0,21.875,0.9925261932102195
17,15.0,21.470588235294116,0.9920299301136144
18,26.0,21.72222222222222,0.9915339151485576
19,28.0,22.05263157894737,0.9910381481909833
20,11.0,21.5,0.990542629116888
21,17.0,21.285714285714285,0.9900473578023296
22,15.0,21.0,0.9895523341234285
23,17.0,20.82608695652174,0.9890575579563669
24,29.0,21.166666666666668,0.9885630291773887
25,64.0,22.88,0.9880687476628001
26,48.0,23.846153846153847,0.9875747132889687
27,13.0,23.444444444444443,0.9870809259323243
28,17.0,23.214285714285715,0.9865873854693582
29,22.0,23.17241379310345,0.9860940917766235
30,53.0,24.166666666666668,0.9856010447307353
31,33.0,24.451612903225808,0.98510824420837
32,24.0,24.4375,0.9846156900862658
33,16.0,24.181818181818183,0.9841233822412228
34,45.0,24.794117647058822,0.9836313205501022
35,15.0,24.514285714285716,0.9831395048898272
36,19.0,24.36111111111111,0.9826479351373822
37,15.0,24.10810810810811,0.9821566111698136
38,14.0,23.842105263157894,0.9816655328642288
39,59.0,24.743589743589745,0.9811747000977967
40,32.0,24.925,0.9806841127477479
41,33.0,25.121951219512194,0.9801937706913741
42,23.0,25.071428571428573,0.9797036738060285
43,14.0,24.813953488372093,0.9792138219691255
44,16.0,24.613636363636363,0.978724215058141
45,20.0,24.511111111111113,0.978234852950612
46,17.0,24.347826086956523,0.9777457355241367
47,12.0,24.085106382978722,0.9772568626563747
48,14.0,23.875,0.9767682342250465
49,14.0,23.6734693877551,0.976279850107934
50,12.0,23.44,0.9757917101828801
51,22.0,23.41176470588235,0.9753038143277888
52,16.0,23.26923076923077,0.974816162420625
53,12.0,23.056603773584907,0.9743287543394147
54,11.0,22.833333333333332,0.973841589962245
55,18.0,22.745454545454546,0.973354669167264
56,51.0,23.25,0.9728679918326804
57,21.0,23.210526315789473,0.972381557836764
58,19.0,23.137931034482758,0.9718953670578457
59,40.0,23.423728813559322,0.9714094193743169
60,15.0,23.283333333333335,0.9709237146646298
61,12.0,23.098360655737704,0.9704382528072976
62,11.0,22.903225806451612,0.9699530336808939
63,13.0,22.746031746031747,0.9694680571640535
64,15.0,22.625,0.9689833231354715
65,22.0,22.615384615384617,0.9684988314739038
66,36.0,22.818181818181817,0.9680145820581669
67,14.0,22.686567164179106,0.9675305747671379
68,19.0,22.63235294117647,0.9670468094797544
69,10.0,22.44927536231884,0.9665632860750146
70,13.0,22.314285714285713,0.9660800044319772
71,12.0,22.169014084507044,0.9655969644297613
72,17.0,22.09722222222222,0.9651141659475465
73,32.0,22.232876712328768,0.9646316088645728
74,15.0,22.135135135135137,0.9641492930601405
75,55.0,22.573333333333334,0.9636672184136105
76,16.0,22.486842105263158,0.9631853848044037
77,13.0,22.363636363636363,0.9627037921120016
78,19.0,22.32051282051282,0.9622224402159457
79,28.0,22.39240506329114,0.9617413289958378
80,25.0,22.425,0.9612604583313399
81,50.0,22.765432098765434,0.9607798281021742
82,23.0,22.76829268292683,0.9602994381881231
83,30.0,22.85542168674699,0.9598192884690291
84,14.0,22.75,0.9593393788247946
85,24.0,22.764705882352942,0.9588597091353822
86,29.0,22.837209302325583,0.9583802792808146
87,22.0,22.82758620689655,0.9579010891411742
88,16.0,22.75,0.9574221385966036
89,14.0,22.651685393258425,0.9569434275273054
90,13.0,22.544444444444444,0.9564649558135419
91,41.0,22.747252747252748,0.9559867233356352
92,16.0,22.67391304347826,0.9555087299739674
93,20.0,22.64516129032258,0.9550309756089804
94,14.0,22.5531914893617,0.954553460121176
95,20.0,22.526315789473685,0.9540761833911156
96,27.0,22.572916666666668,0.95359914529942
97,22.0,22.567010309278352,0.9531223457267703
98,23.0,22.571428571428573,0.952645784553907
99,17.0,22.515151515151516,0.9521694616616301
100,18.0,22.47,0.9516933769307994
101,16.0,22.36,0.951217530242334
102,15.0,22.33,0.9507419214772129
103,12.0,22.33,0.9502665505164744
104,9.0,22.27,0.9497914172412162
105,20.0,22.16,0.9493165215325956
106,15.0,22.1,0.9488418632718294
107,11.0,21.89,0.9483674423401935
108,12.0,21.86,0.9478932586190235
109,14.0,21.83,0.9474193119897141
110,21.0,21.71,0.9469456023337193
111,24.0,21.69,0.9464721295325524
112,13.0,21.67,0.9459988934677862
113,16.0,21.64,0.9455258940210524
114,11.0,21.37,0.9450531310740419
115,15.0,21.41,0.9445806045085049
116,17.0,21.38,0.9441083142062507
117,52.0,21.75,0.9436362600491477
118,18.0,21.67,0.9431644419191232
119,27.0,21.66,0.9426928596981636
120,32.0,21.87,0.9422215132683146
121,12.0,21.82,0.9417504025116805
122,13.0,21.8,0.9412795273104247
123,13.0,21.76,0.9408088875467696
124,20.0,21.67,0.9403384831029963
125,11.0,21.14,0.9398683138614449
126,13.0,20.79,0.9393983797045142
127,17.0,20.83,0.938928680514662
128,12.0,20.78,0.9384592161744048
129,14.0,20.7,0.9379899865663176
130,14.0,20.31,0.9375209915730345
131,18.0,20.16,0.937052231077248
132,16.0,20.08,0.9365837049617094
133,11.0,20.03,0.9361154131092286
134,19.0,19.77,0.9356473554026741
135,12.0,19.74,0.9351795317249728
136,11.0,19.66,0.9347119419591103
137,18.0,19.69,0.9342445859881309
138,18.0,19.73,0.9337774636951368
139,32.0,19.46,0.9333105749632893
140,27.0,19.41,0.9328439196758077
141,26.0,19.34,0.9323774977159699
142,17.0,19.28,0.9319113089671119
143,23.0,19.37,0.9314453533126285
144,13.0,19.34,0.9309796306359722
145,12.0,19.26,0.9305141408206543
146,17.0,19.26,0.9300488837502441
147,33.0,19.47,0.9295838593083691
148,18.0,19.51,0.929119067378715
149,49.0,19.86,0.9286545078450257
150,16.0,19.9,0.9281901805911033
151,17.0,19.85,0.9277260855008077
152,20.0,19.89,0.9272622224580573
153,18.0,19.95,0.9267985913468284
154,19.0,20.03,0.926335192051155
155,13.0,19.98,0.9258720244551295
156,16.0,19.63,0.925409088442902
157,28.0,19.7,0.9249463838986807
158,34.0,19.85,0.9244839107067314
159,16.0,19.61,0.9240216687513781
160,29.0,19.75,0.9235596579170025
161,10.0,19.73,0.923097878088044
162,10.0,19.72,0.9226363291490001
163,13.0,19.72,0.9221750109844257
164,11.0,19.68,0.9217139234789336
165,22.0,19.68,0.9212530665171942
166,29.0,19.61,0.9207924399839357
167,32.0,19.79,0.9203320437639437
168,37.0,19.97,0.9198718777420618
169,27.0,20.14,0.9194119418031909
170,15.0,20.16,0.9189522358322894
171,9.0,20.13,0.9184927597143733
172,19.0,20.15,0.9180335133345161
173,58.0,20.41,0.917574496577849
174,36.0,20.62,0.9171157093295601
175,14.0,20.21,0.9166571514748953
176,10.0,20.15,0.916198822899158
177,15.0,20.17,0.9157407234877085
178,13.0,20.11,0.9152828531259647
179,13.0,19.96,0.9148252116994018
180,20.0,19.91,0.9143677990935521
181,35.0,19.76,0.9139106151940054
182,28.0,19.81,0.9134536598864085
183,12.0,19.63,0.9129969330564653
184,15.0,19.64,0.9125404345899372
185,24.0,19.64,0.9120841643726423
186,12.0,19.47,0.911628122290456
187,22.0,19.47,0.9111723082293108
188,22.0,19.53,0.9107167220751963
189,12.0,19.51,0.9102613637141588
190,22.0,19.6,0.9098062330323018
191,16.0,19.35,0.9093513299157857
192,16.0,19.35,0.9088966542508279
193,25.0,19.4,0.9084422059237025
194,19.0,19.45,0.9079879848207407
195,12.0,19.37,0.9075339908283304
196,20.0,19.3,0.9070802238329163
197,12.0,19.2,0.9066266837209999
198,15.0,19.12,0.9061733703791394
199,25.0,19.2,0.9057202836939499
200,10.0,19.12,0.9052674235521029
201,27.0,19.23,0.9048147898403269
202,11.0,19.19,0.9043623824454068
203,13.0,19.2,0.9039102012541841
204,20.0,19.31,0.9034582461535571
205,14.0,19.25,0.9030065170304803
206,13.0,19.23,0.9025550137719651
207,13.0,19.25,0.9021037362650792
208,20.0,19.33,0.9016526843969468
209,18.0,19.37,0.9012018580547484
210,15.0,19.31,0.900751257125721
211,16.0,19.23,0.9003008814971583
212,22.0,19.32,0.8998507310564098
213,16.0,19.32,0.8994008056908817
214,22.0,19.43,0.8989511052880362
215,19.0,19.47,0.8985016297353923
216,13.0,19.43,0.8980523789205246
217,15.0,19.06,0.8976033527310644
218,29.0,19.17,0.8971545510546989
219,27.0,19.17,0.8967059737791716
220,45.0,19.3,0.8962576207922821
221,11.0,19.29,0.895809491981886
222,19.0,19.35,0.8953615872358951
223,14.0,19.36,0.8949139064422772
224,14.0,19.3,0.8944664494890561
225,18.0,19.37,0.8940192162643116
226,17.0,19.41,0.8935722066561794
227,13.0,19.37,0.8931254205528514
228,22.0,19.47,0.8926788578425751
229,9.0,19.42,0.8922325184136538
230,16.0,19.44,0.891786402154447
231,17.0,19.43,0.8913405089533699
232,38.0,19.65,0.8908948386988933
233,17.0,19.71,0.8904493912795439
234,14.0,19.66,0.8900041665839042
235,17.0,19.71,0.8895591645006123
236,10.0,19.7,0.889114384918362
237,11.0,19.63,0.8886698277259029
238,12.0,19.57,0.88822549281204
239,26.0,19.51,0.887781380065634
240,66.0,19.9,0.8873374893756012
241,40.0,20.04,0.8868938206309135
242,23.0,20.1,0.8864503737205981
243,14.0,20.01,0.8860071485337379
244,18.0,20.06,0.885564144959471
245,19.0,20.13,0.8851213628869913
246,25.0,20.21,0.8846788022055478
247,22.0,20.1,0.8842364628044451
248,15.0,20.07,0.883794344573043
249,15.0,19.73,0.8833524474007565
250,35.0,19.92,0.8829107711770562
251,9.0,19.84,0.8824693157914677
252,12.0,19.76,0.882028081133572
253,13.0,19.71,0.8815870670930053
254,18.0,19.7,0.8811462735594588
255,15.0,19.72,0.8807057004226791
256,20.0,19.76,0.8802653475724679
257,14.0,19.62,0.8798252148986817
258,18.0,19.46,0.8793853022912325
259,10.0,19.4,0.8789456096400869
260,17.0,19.28,0.8785061368352669
261,17.0,19.35,0.8780668837668493
262,13.0,19.38,0.8776278503249659
263,23.0,19.48,0.8771890363998035
264,11.0,19.48,0.8767504418816037
265,12.0,19.38,0.876312066660663
